,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
50,0.51,4,6,4,60.6,58.0,5.15,5.12,3.11,1912.8401058545464
51,1.12,5,3,2,61.4,56.0,6.69,6.66,4.1,5290.542103374313
52,1.33,4,4,2,60.3,58.0,7.19,7.16,4.33,7362.819062108674
53,0.32,4,3,4,61.7,59.0,4.35,4.4,2.7,326.0
54,0.7,5,6,4,62.6,57.0,5.63,5.68,3.54,3528.655503890175
55,1.35,5,3,7,61.9,57.0,7.06,7.09,4.38,9885.632358496077
56,0.23,2,5,4,63.8,57.0,3.93,3.84,2.48,326.0
57,0.9,3,5,1,61.9,59.0,6.16,6.18,3.82,3165.084116630248
58,1.03,5,7,3,61.3,56.0,6.48,6.54,3.99,6305.617042783448
59,1.02,2,6,2,62.8,64.0,6.36,6.32,3.98,4782.295977465719
60,0.55,5,3,6,61.7,57.0,5.28,5.26,3.25,2319.3788827074563
61,0.34,5,6,8,61.7,56.0,4.46,4.48,2.76,2762.927368628065
62,0.71,4,7,6,60.0,58.0,5.92,5.84,3.53,4774.3651441815155
63,0.55,2,4,3,63.6,61.0,5.22,5.16,3.3,570.4095836316869
64,0.54,5,4,4,61.5,55.0,5.24,5.27,3.23,1638.1388680580442
65,1.23,5,3,8,61.3,57.0,6.87,6.92,4.23,9307.469033481151
66,0.27,4,6,7,60.6,58.0,4.18,4.2,2.54,1668.1386270301673
67,0.53,5,7,4,61.4,56.0,5.18,5.21,3.19,2533.486336102289
68,1.25,5,4,2,61.1,55.0,6.95,6.99,4.26,6842.305881375631
69,0.34,5,6,6,62.3,57.0,4.48,4.44,2.78,1667.7807719669338
70,0.36,4,2,4,62.7,59.0,4.54,4.58,2.86,326.0
71,0.34,5,4,3,61.2,57.0,4.56,4.53,2.78,326.0
72,1.12,2,6,3,64.3,57.0,6.56,6.5,4.2,6245.328141269847
73,0.3,5,3,5,61.6,55.0,4.27,4.3,2.64,326.0
74,0.36,5,7,3,62.0,56.0,4.61,4.55,2.84,642.5575802644403
75,0.71,5,5,7,61.1,54.0,5.78,5.84,3.55,4887.315369353788
76,0.32,4,4,4,62.6,60.0,4.33,4.36,2.72,326.0
77,0.5,4,6,4,61.3,60.0,5.11,5.07,3.12,1729.6136050337643
78,0.51,3,6,3,63.3,59.0,5.09,5.05,3.21,1095.507674226837
79,0.58,5,1,5,61.9,58.0,5.31,5.35,3.3,1429.006982291609
80,0.3,5,5,8,62.5,54.0,4.31,4.33,2.7,2125.2281489696616
81,0.39,5,4,7,62.3,57.0,4.7,4.64,2.91,1870.1705621119418
82,0.31,5,5,4,61.8,56.0,4.37,4.33,2.69,326.0
83,0.9,3,3,5,60.5,63.0,6.13,6.16,3.72,4558.47983163528
84,0.81,4,4,2,61.7,57.0,5.99,5.94,3.68,2706.9436049111355
85,0.7,4,6,2,61.1,61.0,5.74,5.69,3.49,2329.080763517408
86,0.38,3,1,4,60.5,60.0,4.64,4.68,2.82,326.0
87,0.71,3,4,3,60.0,59.0,5.76,5.8,3.47,2298.7958818349152
88,0.71,3,7,4,63.1,58.0,5.67,5.7,3.59,3616.5076007015914
89,0.9,3,3,5,62.1,59.0,6.09,6.14,3.8,4565.806832613367
90,0.74,3,5,2,63.2,58.0,5.75,5.71,3.62,2213.5767565222277
91,1.5,4,3,4,62.4,59.0,7.32,7.29,4.56,9560.193748733102
92,1.5,3,5,3,63.0,55.0,7.27,7.31,4.59,9685.292545710761
93,0.42,5,5,5,61.0,57.0,4.87,4.84,2.96,1476.01917415169
94,1.01,4,4,4,61.6,58.0,6.45,6.4,3.96,5447.371321928648
95,2.48,4,2,2,63.0,62.0,8.62,8.58,5.42,17543.53261851134
96,1.02,5,5,6,61.1,56.3,6.48,6.52,3.97,7061.541059995528
97,0.4,5,7,4,61.3,57.0,4.77,4.75,2.92,1468.0539369681467
98,0.7,5,5,3,61.3,57.0,5.76,5.79,3.54,2699.2922725636645
99,1.01,2,6,4,62.5,58.0,6.32,6.36,3.96,5893.5222576438355
100,1.13,3,2,4,60.7,58.0,6.72,6.75,4.09,5817.156510740195
101,1.09,5,2,4,61.9,56.0,6.62,6.67,4.09,5667.200591255831
102,0.7,3,6,4,62.7,58.0,5.65,5.67,3.55,3235.7851561893776
103,1.0,4,5,3,60.8,59.0,6.44,6.38,3.9,5210.560770908912
104,1.52,5,3,4,61.8,54.0,7.42,7.43,4.59,9990.63194895886
105,0.41,5,4,6,62.2,56.0,4.75,4.8,2.97,1578.997582875627
106,0.43,3,1,4,60.9,59.0,4.86,4.9,2.97,326.0
107,0.31,3,6,2,60.8,61.0,4.39,4.43,2.68,326.0
108,0.33,5,4,4,62.2,56.0,4.47,4.44,2.77,326.0
109,0.7,4,6,4,61.0,59.0,5.74,5.7,3.49,3390.696413930086
110,0.33,5,4,6,62.5,54.0,4.41,4.45,2.77,1038.3715170434352
111,1.16,4,3,2,62.6,57.0,6.75,6.67,4.2,5422.884973781618
112,0.51,5,6,4,61.8,57.0,5.15,5.14,3.18,1960.8599598433577
113,1.13,2,4,1,63.4,58.0,6.58,6.61,4.18,4739.325619394442
114,0.52,4,6,4,62.5,60.0,5.1,5.14,3.2,1857.0894643915867
115,0.23,3,5,6,61.4,56.0,3.94,3.97,2.43,487.7521912639795
116,0.5,1,5,3,64.7,60.0,4.99,4.84,3.18,366.94049356683536
117,1.08,3,7,5,60.5,58.0,6.53,6.63,3.98,7576.785517689103
118,0.3,4,4,5,62.2,59.0,4.31,4.28,2.67,326.0
119,0.48,5,1,5,62.2,54.0,5.01,5.06,3.13,690.9444234023667
120,1.51,5,1,5,61.6,58.0,7.35,7.43,4.55,9711.978644853985
121,1.03,4,5,2,62.4,59.0,6.45,6.38,4.0,4892.355603756128
122,0.31,3,4,6,63.4,59.0,4.29,4.26,2.71,480.3112825034491
123,0.4,5,4,8,62.3,55.0,4.74,4.76,2.96,2498.006861526781
124,1.03,5,6,4,61.7,56.0,6.45,6.54,4.01,6476.624597202963
125,1.16,4,1,3,62.5,58.0,6.73,6.67,4.19,5277.222117411642
126,1.04,3,1,2,62.8,57.0,6.44,6.5,4.06,3618.7521480287205
127,0.71,4,6,4,61.5,60.0,5.76,5.68,3.52,3412.796284539958
128,0.29,3,3,6,61.2,56.0,4.26,4.29,2.61,326.0
129,1.09,5,4,2,61.2,57.0,6.68,6.63,4.07,5289.030645610797
130,0.74,5,5,5,62.3,56.0,5.76,5.79,3.6,4074.9314052283453
131,0.42,5,7,4,62.4,55.0,4.82,4.8,3.0,1602.2254381838757
132,0.54,5,2,3,62.0,55.0,5.21,5.25,3.24,476.62351530778733
133,0.51,5,6,4,62.6,55.0,5.08,5.11,3.19,2008.7973969880904
134,1.01,4,5,2,58.8,61.0,6.53,6.46,3.82,4852.969130930593
135,1.0,4,3,4,59.4,61.0,6.51,6.46,3.85,5068.427688391839
136,1.02,4,3,4,61.0,60.0,6.5,6.46,3.95,5186.675633236686
137,0.73,2,6,5,60.8,61.0,5.77,5.8,3.52,3914.1421418926375
138,1.01,4,3,2,60.3,59.0,6.51,6.45,3.91,4152.529110592736
139,0.33,2,7,3,63.1,55.0,4.38,4.4,2.77,326.0
140,1.22,5,5,5,62.3,57.0,6.79,6.83,4.24,8330.604685849716
141,0.31,5,7,5,62.0,54.0,4.35,4.36,2.7,1383.6870979304508
142,1.07,4,4,3,60.5,62.0,6.69,6.6,4.02,5371.528914613884
143,1.01,3,6,6,60.2,60.0,6.46,6.5,3.9,7031.551599625809
144,0.23,3,5,8,59.5,58.0,4.0,4.03,2.39,1540.3729836235304
145,0.35,3,7,5,60.9,58.0,4.54,4.56,2.77,1396.1239489756304
146,0.55,5,5,6,60.7,56.0,5.31,5.34,3.23,3049.199629061828
147,0.9,5,4,3,61.9,59.0,6.16,6.19,3.82,4083.857032308272
148,0.72,5,4,7,62.2,57.0,5.72,5.75,3.57,4554.139724543153
149,0.83,3,6,3,63.5,58.0,5.93,5.98,3.78,3828.6849439134794
150,1.04,5,3,3,61.9,57.0,6.49,6.46,4.01,5034.519044411136
151,0.71,3,6,4,59.9,59.0,5.77,5.81,3.47,3444.998860393538
152,0.43,5,5,3,61.3,56.0,4.9,4.86,2.99,557.9816239614411
153,0.33,5,6,4,61.3,55.0,4.46,4.48,2.74,712.0884165950342
154,1.72,1,7,2,64.6,58.0,7.53,7.46,4.84,11522.370030845941
155,1.13,5,4,3,61.8,55.0,6.71,6.75,4.16,6199.328359885982
156,0.52,5,7,3,62.4,56.0,5.12,5.17,3.21,1895.3703531630472
157,0.3,3,4,5,62.5,55.0,4.25,4.32,2.68,326.0
158,1.53,4,4,5,61.0,60.0,7.43,7.4,4.52,10702.063923950547
159,2.02,1,3,2,56.5,61.0,8.33,8.37,4.72,13368.977319415746
160,0.33,4,3,5,61.0,59.0,4.5,4.45,2.73,326.0
161,0.7,3,4,1,61.5,63.0,5.73,5.65,3.5,984.9287654399461
162,1.26,4,2,3,60.5,62.0,6.97,6.92,4.2,6531.8857887089325
163,0.3,4,7,4,62.5,59.0,4.28,4.23,2.66,542.7959831529774
164,0.59,3,3,5,62.1,55.0,5.37,5.41,3.35,1952.2236241993792
165,0.82,5,6,3,62.1,55.0,5.98,6.0,3.72,4111.08236291426
166,0.39,3,4,6,60.7,61.0,4.7,4.73,2.86,1158.6283039959364
167,0.31,5,3,8,62.1,54.0,4.33,4.37,2.7,1602.9542348643897
168,1.26,5,2,2,62.0,56.0,7.0,6.94,4.32,6157.657778794215
169,1.51,3,5,2,62.7,60.0,7.25,7.32,4.57,9204.896494014723
170,0.56,5,4,5,60.6,56.0,5.33,5.36,3.24,2324.2469007971213
171,0.31,5,4,7,62.5,55.0,4.34,4.33,2.71,1356.6172983284098
172,0.56,5,3,6,60.9,57.0,5.38,5.33,3.26,2405.7244551766635
173,0.96,4,6,2,58.2,58.0,6.52,6.47,3.78,4774.244474614682
174,0.52,3,6,3,62.7,57.0,5.1,5.14,3.21,1298.1705260877357
175,1.02,3,3,3,63.5,55.0,6.31,6.35,4.02,4656.059370687975
176,1.06,2,2,5,57.5,62.0,6.71,6.83,3.9,5614.373130707283
177,1.21,5,3,3,62.1,59.0,6.81,6.75,4.21,6520.2268238545075
178,2.02,1,3,4,64.5,57.0,8.0,7.95,5.14,14092.073845610332
179,1.52,5,4,4,62.1,56.0,7.39,7.34,4.57,10261.21652689441
180,2.03,3,2,2,62.8,59.0,8.04,8.08,5.06,13172.938766320196
181,0.28,2,5,6,61.2,62.0,4.16,4.21,2.56,576.493156664284
182,0.7,1,4,5,65.8,61.0,5.61,5.46,3.64,2546.5633123164594
183,0.7,5,4,7,62.3,57.0,5.61,5.65,3.51,4425.819385857253
184,2.32,1,3,1,70.5,55.0,7.93,7.9,5.58,15437.937211115343
185,0.58,5,1,4,60.9,57.0,5.38,5.4,3.28,975.9556397548633
186,0.54,5,7,5,61.6,54.0,5.24,5.25,3.23,3125.1022332904827
187,1.2,3,2,3,62.9,54.0,6.75,6.77,4.25,5967.17730405184
188,0.52,3,5,4,62.4,57.0,5.12,5.13,3.2,1482.1922236236494
189,1.57,4,5,2,60.2,60.0,7.49,7.43,4.49,9968.287266512689
190,0.7,4,2,1,62.3,58.0,5.69,5.55,3.51,556.4136515375994
191,1.57,3,3,3,62.0,60.0,7.4,7.44,4.6,9633.500161842952
192,1.02,3,7,4,63.2,58.0,6.4,6.36,4.03,6315.443275828989
193,1.5,4,5,4,62.4,57.0,7.38,7.29,4.58,10204.982397106087
194,0.7,3,6,5,62.7,60.0,5.59,5.64,3.52,3736.8611125750685
195,0.42,4,5,3,60.6,58.0,4.89,4.81,2.94,342.91920103763186
196,2.01,4,3,3,60.0,60.0,8.16,8.13,4.89,14002.277243117667
197,0.31,4,4,5,62.2,58.0,4.38,4.34,2.71,326.0
198,0.44,5,6,6,61.9,56.0,4.91,4.88,3.03,2432.567124919208
199,0.7,5,7,6,61.7,55.0,5.73,5.75,3.54,4891.853694496281
200,1.2,4,1,3,60.0,61.0,6.89,6.84,4.12,5698.844429636729
201,1.05,5,4,5,62.2,57.0,6.49,6.51,4.04,6442.954583927409
202,0.7,5,5,1,62.1,57.0,5.67,5.64,3.52,1708.4137893509505
203,0.53,4,5,3,60.9,59.0,5.21,5.23,3.18,1203.3264464164638
204,1.09,4,3,2,61.2,62.0,6.63,6.58,4.04,4758.567973266576
205,0.92,4,6,2,61.8,59.0,6.19,6.11,3.8,4304.222489262634
206,0.71,4,5,4,58.0,62.0,5.85,5.81,3.38,3249.524114541191
207,0.57,2,5,2,61.9,57.7,5.32,5.34,3.3,749.8766744516201
208,0.71,3,4,4,63.5,59.0,5.67,5.63,3.59,2586.5939163964117
209,0.89,4,4,3,61.1,58.0,6.24,6.17,3.79,3876.2671696090206
210,1.06,5,4,3,62.9,56.0,6.52,6.49,4.09,5490.640793807404
211,0.86,4,3,2,61.0,58.0,6.15,6.12,3.74,2816.5715841574192
212,1.1,4,4,4,60.2,58.0,6.75,6.71,4.05,6273.927055693543
213,0.7,5,6,3,62.5,57.0,5.7,5.72,3.57,2975.0120279831476
214,1.04,4,4,5,61.5,61.0,6.56,6.51,4.02,6106.0552305127985
215,0.93,4,6,1,62.3,60.0,6.23,6.2,3.87,3810.772351629118
216,1.1,4,5,1,59.8,61.0,6.7,6.65,3.99,5093.256026750076
217,2.12,4,3,2,62.3,58.0,8.25,8.16,5.12,14468.459505952487
218,0.33,5,5,7,62.4,55.0,4.44,4.47,2.78,1817.8667625853268
219,0.9,1,2,4,65.8,55.0,6.05,6.01,3.97,3333.108683042322
220,0.71,5,6,5,62.0,57.0,5.72,5.66,3.53,4105.681874301851
221,1.75,5,4,4,62.1,57.0,7.73,7.69,4.79,12419.587540156896
222,0.81,5,3,3,61.4,56.0,6.0,6.05,3.7,3049.3171617956696
223,0.75,2,2,7,63.9,61.0,5.7,5.67,3.63,3642.167801623255
224,0.4,5,4,4,62.6,56.0,4.69,4.74,2.95,489.31994542288066
225,0.34,5,4,4,62.1,55.0,4.49,4.46,2.78,326.0
226,0.35,4,5,4,61.8,58.0,4.48,4.52,2.78,348.28721179760305
227,1.29,3,2,4,62.8,58.0,6.89,6.93,4.34,7220.749342832906
228,1.7,4,4,3,61.7,58.0,7.69,7.6,4.72,11300.485720097633
229,1.01,4,5,3,62.7,54.0,6.42,6.37,4.01,5309.339213204738
230,0.47,2,7,3,63.8,59.0,4.9,4.88,3.12,991.1698694272056
231,0.71,4,6,3,59.2,59.0,5.86,5.83,3.46,3042.909505986859
232,1.01,5,4,5,61.3,56.0,6.49,6.44,3.96,6110.635901319434
233,0.92,2,1,2,59.0,63.0,6.3,6.35,3.73,2483.7233056411483
234,0.31,5,5,7,61.6,55.0,4.36,4.41,2.7,1737.7423053750256
235,0.3,5,4,7,61.3,56.0,4.3,4.34,2.65,1357.0221769127616
236,0.7,3,4,3,62.1,58.0,5.66,5.7,3.53,2130.448357212408
237,1.01,4,3,8,62.1,59.0,6.47,6.41,4.0,7041.447993726365
238,1.5,3,3,2,62.5,60.0,7.25,7.32,4.55,8467.800070961717
239,0.9,3,7,5,62.2,58.0,6.14,6.18,3.83,5832.409916288145
240,0.23,2,5,6,62.8,61.0,3.92,3.95,2.47,326.0
241,0.25,2,6,6,58.0,65.0,4.13,4.18,2.41,786.1910865433301
242,0.35,5,5,6,62.1,56.0,4.56,4.52,2.82,1425.7992124548546
243,0.73,3,7,2,60.4,59.0,5.8,5.86,3.52,2915.967644688537
244,0.4,3,4,8,61.2,57.0,4.77,4.79,2.92,2269.992498525208
245,0.3,5,6,4,61.5,55.0,4.33,4.29,2.65,483.3559990184649
246,1.01,4,1,6,62.7,59.0,6.46,6.39,4.03,5353.118232645293
247,0.51,5,7,2,62.5,55.0,5.12,5.15,3.21,1304.4171192712124
248,1.72,4,5,1,60.1,58.0,7.77,7.74,4.66,10903.357351221171
249,0.51,2,6,3,64.3,54.0,5.1,5.07,3.27,1015.0694652403095
250,0.7,5,6,5,62.2,58.0,5.67,5.71,3.54,4001.161122714763
251,0.52,2,3,4,63.6,57.0,5.05,5.1,3.23,678.7595655644259
252,1.01,4,5,2,62.2,59.0,6.41,6.38,3.98,4728.814289265025
253,0.31,5,5,4,62.1,57.0,4.34,4.36,2.7,326.0
254,1.01,2,4,3,63.6,57.0,6.33,6.37,4.04,4673.331623914954
255,1.24,2,6,3,63.5,55.0,6.82,6.86,4.35,7434.064555814185
256,1.01,3,2,3,60.1,59.0,6.44,6.47,3.88,4289.195307931257
257,1.05,5,4,4,61.9,57.0,6.47,6.51,4.03,5984.575184996507
258,0.9,2,4,3,63.7,60.0,6.11,6.07,3.88,3589.906963627887
259,0.56,5,6,4,61.6,57.0,5.3,5.32,3.27,2387.158349879135
260,0.8,3,5,3,61.6,56.0,5.96,6.0,3.68,3365.1732627482847
261,0.3,5,7,3,62.5,57.0,4.32,4.29,2.69,326.0
262,0.76,5,3,4,62.7,57.0,5.82,5.86,3.66,3033.2283824612928
263,1.21,4,3,3,59.8,58.0,6.95,6.9,4.14,6495.701646553023
264,1.51,3,1,5,61.4,57.0,7.3,7.38,4.51,9557.304113192266
265,1.21,5,3,6,61.3,56.0,6.85,6.89,4.21,8134.192676959671
266,0.7,5,5,3,61.5,57.0,5.67,5.74,3.51,2761.6255225920777
267,0.53,5,2,4,62.2,56.0,5.15,5.2,3.22,878.8830177605996
268,0.46,5,6,5,61.9,55.0,4.94,4.97,3.06,2149.4398326227333
269,0.41,5,4,8,61.7,56.0,4.79,4.81,2.96,2585.7869548662748
270,0.37,3,5,4,61.0,58.0,4.61,4.63,2.82,396.2138306373299
271,0.58,5,5,2,60.9,57.0,5.4,5.44,3.3,1250.2496401110247
272,0.72,4,5,3,59.5,62.0,5.85,5.74,3.45,2731.1636897177623
273,1.5,2,4,3,58.4,65.0,7.45,7.41,4.34,9204.91987036455
274,1.31,3,3,4,61.4,59.0,6.96,7.01,4.29,7788.846192347893
275,1.0,3,7,3,62.1,58.0,6.34,6.45,3.97,5745.975586169061
276,0.41,4,4,7,60.3,60.0,4.78,4.74,2.87,1982.823686248732
277,0.38,5,5,7,61.0,57.0,4.67,4.71,2.86,2220.7350095097418
278,0.35,4,6,7,60.7,59.0,4.58,4.55,2.77,2148.7982199905878
279,0.3,4,7,4,61.7,58.0,4.32,4.3,2.66,600.6253290370132
280,1.13,5,2,5,61.6,54.0,6.72,6.74,4.15,6587.6480390067245
281,0.37,4,6,6,60.9,59.0,4.61,4.65,2.82,1823.177733197863
282,0.39,4,4,6,60.7,61.0,4.73,4.7,2.86,1251.3831965547597
283,0.5,2,7,3,63.9,56.0,5.02,4.93,3.18,1278.837238122219
284,0.31,5,6,4,61.5,56.0,4.39,4.42,2.71,514.83935678957
285,1.72,2,7,2,63.4,62.0,7.53,7.59,4.79,11641.111501233248
286,1.27,5,3,3,59.8,57.0,7.08,7.01,4.22,7175.436309260271
287,1.0,2,7,4,62.8,61.0,6.31,6.34,3.97,6014.139371967114
288,1.59,4,2,4,59.9,60.0,7.61,7.57,4.55,10137.222889215269
289,0.38,3,5,4,60.9,56.0,4.67,4.72,2.86,513.256233469689
290,2.39,5,1,5,62.1,57.0,8.53,8.57,5.31,18157.734341298237
291,1.01,4,5,3,62.2,59.0,6.36,6.41,3.97,5274.718827346809
292,0.31,4,3,7,62.6,58.0,4.33,4.29,2.7,834.7549579644356
293,2.05,5,1,5,61.8,58.0,8.12,8.16,5.03,14847.40693769986
294,0.7,2,5,3,61.1,61.0,5.68,5.71,3.48,2319.9640724163332
295,1.01,1,2,1,56.1,63.0,6.7,6.65,3.74,3047.644043674221
296,1.55,3,3,4,63.3,56.0,7.38,7.32,4.65,9929.857483630374
297,0.33,4,6,7,59.7,58.0,4.49,4.52,2.69,2120.7475705819734
298,1.51,4,6,3,62.9,62.0,7.31,7.21,4.57,10023.695786646364
299,0.26,3,7,6,59.1,59.0,4.21,4.28,2.51,1334.8981494375207
300,1.01,4,7,3,59.8,54.0,6.6,6.5,3.93,6037.825994321487
301,0.42,3,7,3,60.2,57.0,4.85,4.89,2.93,965.4597625473425
302,1.03,4,3,1,62.9,59.0,6.41,6.3,4.0,3737.8788987636176
303,1.57,5,2,2,62.6,58.0,7.38,7.41,4.63,9069.804611900512
304,1.01,3,4,5,63.1,55.0,6.34,6.37,4.01,5879.211166108588
305,2.51,4,1,2,59.3,58.0,8.87,8.83,5.25,17740.34456301148
306,0.7,3,7,3,63.2,55.0,5.62,5.65,3.56,3121.6560607447373
307,0.95,5,4,4,61.6,56.0,6.34,6.3,3.89,5068.761117613294
308,0.32,5,6,2,62.7,55.0,4.39,4.42,2.76,326.0
309,1.25,4,1,2,62.3,59.0,6.82,6.86,4.26,5661.7968957490875
310,2.26,4,2,2,62.0,58.0,8.4,8.37,5.2,15551.018919225258
311,0.28,5,4,8,60.9,57.0,4.24,4.27,2.59,1700.4676948094047
312,1.52,5,2,3,61.4,57.0,7.4,7.43,4.55,9139.939530504102
313,0.4,2,7,5,56.3,59.0,4.94,4.97,2.79,1821.05021015207
314,1.7,3,5,2,63.4,57.0,7.54,7.57,4.79,11020.651841451996
315,2.01,2,1,2,63.4,59.0,7.95,7.99,5.05,12542.202131203048
316,0.3,5,7,4,62.2,54.0,4.31,4.28,2.67,792.657235739463
317,0.55,3,6,4,61.6,60.0,5.23,5.27,3.23,2021.8500623124137
318,0.33,4,6,7,59.7,58.0,4.52,4.49,2.69,2093.2812275804154
319,1.16,5,4,6,62.0,56.0,6.75,6.71,4.17,7945.008851931738
320,1.51,3,1,3,62.9,59.0,7.25,7.29,4.57,8422.151831765124
321,0.29,5,5,5,61.6,56.0,4.26,4.31,2.64,581.569228743761
322,0.7,3,6,5,63.4,57.0,5.63,5.67,3.58,3722.597095143491
323,0.39,4,3,2,61.2,58.0,4.51,6.02,4.44,326.0
324,0.52,5,6,4,61.2,56.0,5.2,5.16,3.17,2100.0821169984474
325,2.17,4,3,3,59.9,61.0,8.39,8.38,5.02,15510.560477048955
326,1.37,5,3,5,63.8,56.0,7.01,6.98,4.46,9010.687894074572
327,0.3,3,5,7,61.0,57.0,4.33,4.36,2.65,1412.0076355109206
328,1.06,4,7,2,61.6,61.0,6.59,6.53,4.04,5754.753987920534
329,0.32,5,6,7,60.9,57.0,4.42,4.45,2.7,2121.391189050092
330,0.32,4,4,4,61.0,59.0,4.42,4.46,2.71,326.0
331,0.2,4,7,4,61.7,60.0,3.77,3.72,2.31,326.0
332,0.7,5,3,4,61.1,57.0,5.71,5.74,3.5,2613.402689646068
333,0.53,5,6,5,61.5,57.0,5.22,5.25,3.22,2642.0288450412863
334,0.71,5,2,7,62.4,55.0,5.69,5.76,3.57,3863.0998257086835
335,1.16,5,4,7,61.9,55.0,6.75,6.78,4.19,8481.488349356341
336,1.01,4,6,3,59.2,60.0,6.56,6.51,3.87,5644.102701770018
337,0.4,5,4,6,62.6,53.0,4.72,4.77,2.97,1542.6043861987737
338,1.51,2,5,2,62.9,55.0,7.22,7.28,4.56,9224.320819695578
339,1.04,3,2,2,61.6,58.0,6.47,6.58,4.02,3990.109579164845
340,0.37,5,2,3,60.7,60.0,4.6,4.62,2.8,326.0
341,0.37,4,5,4,60.5,59.0,4.62,4.67,2.81,523.5778054866005
342,0.64,2,3,5,61.8,60.3,5.47,5.53,3.4,2171.3050002180944
343,2.01,3,2,3,60.8,60.0,8.12,8.15,4.95,13528.54738472123
344,1.29,5,4,4,62.5,57.0,6.89,6.92,4.35,8156.917751544089
345,1.01,3,4,6,63.4,55.0,6.41,6.34,4.04,6291.89227105266
346,2.01,4,3,3,62.7,59.0,8.08,8.03,5.05,13872.59231302937
347,0.51,3,1,3,63.3,56.0,5.12,5.02,3.21,326.0
348,0.53,3,6,4,63.5,59.0,5.17,5.13,3.27,1725.8678502701268
